;hh_number;factor;income;hh_structure;education;domicile_size;age;age_cat
1624;133053;1624;760969.7;nuclear;Posgrado;2500-15000;37;35-44
1625;133056;1088;104046.32;ampliado;Profesional completa;2500-15000;54;45-54
1626;134005;2018;20987.72;nuclear;Secundaria completa;>100000;32;25-34
1627;134017;2322;26344.3;ampliado;Secundaria completa;15000-100000;29;25-34
1628;134019;457;30491.5;nuclear;Secundaria incompleta;<2500;43;35-44
1629;134022;457;20153.94;nuclear;Secundaria completa;<2500;68;65-74
1630;134024;631;22281.3;ampliado;Secundaria completa;<2500;34;25-34
1631;134034;493;54241.21;nuclear;Secundaria completa;<2500;48;45-54
1632;134040;2153;13424.23;nuclear;Secundaria completa;15000-100000;23;<25
1633;134044;3726;10034.13;nuclear;Primaria incompleta;>100000;53;45-54
1634;134051;3726;58235.7;ampliado;Sin instruccion;>100000;76;>=75
1635;135002;777;34593.92;nuclear;Profesional completa;2500-15000;59;55-64
1636;135009;536;12534;unipersonal;Secundaria completa;<2500;43;35-44
1637;135021;3456;18650.6;nuclear;Primaria incompleta;15000-100000;40;35-44
1638;135024;3456;13035.4;nuclear;Preparatoria incompleta;15000-100000;43;35-44
1639;135025;3456;30407.05;nuclear;Primaria incompleta;15000-100000;39;35-44
1640;135031;321;34042.4;nuclear;Secundaria completa;>100000;47;45-54
1641;135034;321;19703.5;nuclear;Primaria completa;>100000;66;65-74
1642;135039;2286;6988.96;nuclear;Secundaria incompleta;2500-15000;40;35-44
1643;135047;731;3965.76;nuclear;Primaria incompleta;>100000;63;55-64
1644;135051;1088;13035.41;ampliado;Primaria completa;2500-15000;60;55-64
1645;136004;777;18725.82;unipersonal;Primaria completa;2500-15000;28;25-34
1646;136011;1970;14479.3;unipersonal;Primaria incompleta;>100000;35;35-44
1647;136012;1970;3409.26;nuclear;Sin instruccion;>100000;73;65-74
1648;136015;547;22561.2;nuclear;Preparatoria completa;<2500;55;55-64
1649;136018;619;61346.54;nuclear;Profesional incompleta;<2500;29;25-34
1650;136040;731;7879.38;nuclear;Primaria incompleta;>100000;55;55-64
1651;136049;731;2060.59;nuclear;Primaria completa;>100000;34;25-34
1652;136051;1088;8021.77;nuclear;Primaria incompleta;2500-15000;50;45-54
1653;137012;2069;10354.15;nuclear;Sin instruccion;>100000;33;25-34
1654;137022;987;70020.02;nuclear;Preparatoria completa;<2500;44;35-44
1655;137023;987;37170.99;nuclear;Profesional completa;<2500;40;35-44
1656;137035;492;16294.2;nuclear;Secundaria completa;2500-15000;47;45-54
1657;137045;3726;17798.35;nuclear;Primaria completa;>100000;41;35-44
1658;137047;3726;8579.3;nuclear;Preparatoria completa;>100000;44;35-44
1659;137051;3726;20748.3;ampliado;Primaria incompleta;>100000;60;55-64
1660;137052;3726;20891.68;nuclear;Primaria completa;>100000;37;35-44
1661;138001;777;25744.53;nuclear;Secundaria completa;2500-15000;33;25-34
1662;138007;1970;11286.83;ampliado;Primaria incompleta;>100000;76;>=75
1663;138008;1970;17362.23;nuclear;Primaria completa;>100000;40;35-44
1664;138015;1970;53264.83;ampliado;Profesional completa;>100000;33;25-34
1665;138022;531;39446.67;nuclear;Primaria incompleta;<2500;73;65-74
1666;138032;934;11720.32;nuclear;Primaria incompleta;>100000;42;35-44
1667;138035;934;17095.05;nuclear;Primaria incompleta;>100000;49;45-54
1668;138045;1245;31929.74;ampliado;Secundaria completa;>100000;45;45-54
1669;138046;1245;6689.42;nuclear;Primaria incompleta;>100000;47;45-54
1670;138049;2153;5797.17;unipersonal;Primaria completa;15000-100000;39;35-44
1671;138054;1840;31254.28;ampliado;Secundaria completa;2500-15000;60;55-64
1672;138056;1840;28329.48;nuclear;Secundaria completa;2500-15000;38;35-44
1673;138061;2207;16106.06;nuclear;Primaria completa;2500-15000;51;45-54
1674;139007;1907;13202.4;nuclear;Primaria completa;>100000;27;25-34
1675;139021;2069;8608.05;ampliado;Sin instruccion;>100000;77;>=75
1676;139027;2069;9300.66;nuclear;Primaria completa;>100000;33;25-34
1677;139036;510;51418.45;ampliado;Profesional completa;<2500;36;35-44
1678;139040;510;32942.99;nuclear;Profesional completa;<2500;49;45-54
1679;139046;2355;155041.06;ampliado;Profesional completa;2500-15000;56;55-64
1680;141001;897;26125.73;nuclear;Primaria incompleta;2500-15000;45;45-54
1681;141007;374;34285.8;nuclear;Secundaria incompleta;15000-100000;37;35-44
1682;141024;544;12565.48;nuclear;Primaria completa;>100000;49;45-54
1683;141030;544;10380.48;nuclear;Sin instruccion;>100000;42;35-44
1684;141031;544;14823.28;nuclear;Secundaria completa;>100000;27;25-34
1685;141032;544;12174.55;nuclear;Secundaria completa;>100000;40;35-44
1686;141035;785;14370.52;nuclear;Secundaria completa;>100000;31;25-34
1687;141053;737;52181.63;nuclear;Primaria completa;<2500;75;>=75
1688;141056;737;23560.27;nuclear;Preparatoria completa;<2500;70;65-74
1689;141058;529;11368.76;nuclear;Secundaria completa;<2500;28;25-34
1690;141062;529;55123.54;nuclear;Primaria incompleta;<2500;53;45-54
1691;141081;648;14734.54;nuclear;Sin instruccion;<2500;81;>=75
1692;141082;648;98230.13;nuclear;Profesional incompleta;<2500;53;45-54
1693;141088;601;30315.7;nuclear;Primaria completa;<2500;65;65-74
1694;141092;601;51937.3;ampliado;Primaria completa;<2500;84;>=75
1695;141093;800;169534.2;nuclear;Profesional completa;<2500;40;35-44
1696;141097;800;449390.29;ampliado;Profesional completa;<2500;54;45-54
1697;141098;643;16624.33;nuclear;Primaria incompleta;<2500;36;35-44
1698;141114;675;64173.69;ampliado;Preparatoria completa;<2500;49;45-54
1699;141118;575;12253.34;unipersonal;Posgrado;<2500;26;25-34
1700;141136;677;68612.47;nuclear;Secundaria completa;<2500;66;65-74
1701;141139;689;28498.7;nuclear;Primaria completa;<2500;23;<25
1702;141158;145;41530.9;nuclear;Profesional completa;15000-100000;47;45-54
1703;141165;80;12007.01;ampliado;Sin instruccion;15000-100000;74;65-74
1704;141183;46;53253.68;ampliado;Preparatoria completa;>100000;39;35-44
1705;141197;472;14467.76;ampliado;Primaria incompleta;>100000;60;55-64
1706;141204;597;56375.12;nuclear;Primaria completa;>100000;55;55-64
1707;141206;597;9493.92;unipersonal;Primaria completa;>100000;62;55-64
1708;141212;352;30665.75;nuclear;Primaria completa;15000-100000;43;35-44
1709;141221;1415;70920.12;ampliado;Primaria completa;2500-15000;62;55-64
1710;141222;1415;35063.69;nuclear;Profesional incompleta;2500-15000;29;25-34
1711;141225;3085;2692.6;unipersonal;Sin instruccion;15000-100000;97;>=75
1712;141229;3085;15357.8;nuclear;Primaria completa;15000-100000;37;35-44
1713;141237;667;51433.69;nuclear;Secundaria completa;<2500;38;35-44
1714;141238;667;31194.3;unipersonal;Profesional completa;<2500;38;35-44
1715;141242;655;30550.06;ampliado;Primaria completa;<2500;43;35-44
1716;141249;642;36893.63;ampliado;Primaria incompleta;<2500;59;55-64
1717;141252;701;25987.61;nuclear;Primaria completa;<2500;40;35-44
1718;141264;449;6432.33;nuclear;Primaria incompleta;>100000;51;45-54
1719;141266;598;30382.54;nuclear;Primaria completa;<2500;48;45-54
1720;141271;612;22538.09;nuclear;Secundaria completa;<2500;40;35-44
1721;141272;612;26048.43;nuclear;Preparatoria completa;<2500;46;45-54
1722;141284;575;13612.59;ampliado;Secundaria incompleta;<2500;59;55-64
1723;141289;673;51119.55;nuclear;Secundaria completa;<2500;62;55-64
1724;141293;662;14958.9;nuclear;Primaria completa;<2500;42;35-44
1725;141295;662;25430.13;nuclear;Primaria completa;<2500;26;25-34
1726;141300;655;108071.09;ampliado;Primaria completa;<2500;67;65-74
1727;141304;640;31812.61;ampliado;Secundaria completa;<2500;47;45-54
1728;141321;737;119686.16;unipersonal;Secundaria completa;<2500;83;>=75
1729;141329;130;245924.32;nuclear;Profesional completa;15000-100000;37;35-44
1730;141335;927;26826.3;nuclear;Primaria completa;<2500;75;>=75
1731;142046;615;37888.2;ampliado;Primaria completa;<2500;49;45-54
1732;142047;615;13409.08;nuclear;Secundaria completa;<2500;44;35-44
1733;142050;615;23591.97;nuclear;Primaria completa;<2500;49;45-54
1734;142051;625;22111.89;nuclear;Primaria completa;<2500;27;25-34
1735;142051;625;108964.83;nuclear;Primaria completa;<2500;50;45-54
1736;142058;604;13005.93;ampliado;Primaria incompleta;<2500;70;65-74
1737;142059;604;17341.17;nuclear;Secundaria completa;<2500;44;35-44
1738;142075;636;66506.01;nuclear;Secundaria completa;<2500;34;25-34
1739;142078;737;25648.73;nuclear;Primaria completa;<2500;73;65-74
1740;142089;639;51508.94;nuclear;Secundaria completa;<2500;44;35-44
1741;142091;644;36547.33;ampliado;Secundaria completa;<2500;31;25-34
1742;142102;713;23341.99;nuclear;Secundaria completa;<2500;42;35-44
1743;142103;713;29036.16;unipersonal;Profesional completa;<2500;25;25-34
1744;142107;636;20567.28;nuclear;Primaria completa;<2500;39;35-44
1745;142120;564;12602.5;nuclear;Secundaria completa;<2500;27;25-34
1746;142125;531;62281.58;nuclear;Profesional completa;<2500;42;35-44
1747;142131;790;86932.11;ampliado;Secundaria incompleta;2500-15000;47;45-54
1748;142136;1225;11216.23;nuclear;Primaria completa;2500-15000;29;25-34
1749;142138;1225;135474.15;nuclear;Profesional completa;2500-15000;34;25-34
1750;142142;410;13654.14;nuclear;Primaria completa;>100000;32;25-34
1751;142165;569;78191.04;ampliado;Primaria incompleta;>100000;44;35-44
1752;142166;569;21575.52;nuclear;Primaria incompleta;>100000;29;25-34
1753;142171;734;20007.73;nuclear;Secundaria incompleta;2500-15000;42;35-44
1754;142172;734;23324.73;nuclear;Preparatoria completa;2500-15000;32;25-34
1755;142182;629;41024.22;ampliado;Primaria incompleta;>100000;49;45-54
1756;142183;629;27568.77;nuclear;Secundaria completa;>100000;36;35-44
1757;142196;294;48812.5;nuclear;Secundaria incompleta;15000-100000;38;35-44
1758;142210;611;27584.35;nuclear;Preparatoria completa;<2500;51;45-54
1759;142211;611;42011.8;nuclear;Primaria incompleta;<2500;43;35-44
1760;142228;706;34748.78;nuclear;Primaria completa;<2500;41;35-44
1761;142236;591;31284.52;nuclear;Secundaria incompleta;<2500;42;35-44
1762;142237;591;37177.42;nuclear;Primaria completa;<2500;51;45-54
1763;142238;591;28157.07;ampliado;Primaria completa;<2500;21;<25
1764;142243;3420;45510.47;nuclear;Secundaria completa;15000-100000;33;25-34
1765;142246;785;18752.58;nuclear;Secundaria completa;<2500;35;35-44
1766;142250;862;7218.74;nuclear;Primaria incompleta;2500-15000;42;35-44
1767;142258;687;87172.47;ampliado;Profesional completa;<2500;26;25-34
1768;142269;637;17643.53;nuclear;Primaria completa;<2500;38;35-44
1769;142292;716;65533;nuclear;Profesional completa;<2500;39;35-44
1770;142300;787;38059.83;nuclear;Profesional completa;<2500;45;45-54
1771;142308;910;182545.29;nuclear;Profesional completa;<2500;33;25-34
1772;142312;653;13046.16;nuclear;Primaria completa;2500-15000;37;35-44
1773;142315;451;10299.79;nuclear;Primaria incompleta;>100000;58;55-64
1774;142323;451;4313.63;ampliado;Primaria incompleta;>100000;57;55-64
1775;142329;701;6518.15;unipersonal;Primaria incompleta;>100000;84;>=75
1776;143011;1436;12300.09;nuclear;Profesional completa;2500-15000;61;55-64
1777;143036;688;18661.86;unipersonal;Profesional completa;<2500;30;25-34
1778;143045;599;119975.88;ampliado;Profesional completa;<2500;41;35-44
1779;143046;675;24650.63;nuclear;Secundaria completa;<2500;35;35-44
1780;143055;1222;24096.09;ampliado;Primaria completa;<2500;28;25-34
1781;143069;820;84562.88;ampliado;Profesional completa;<2500;48;45-54
1782;143071;709;12279.99;nuclear;Primaria completa;<2500;83;>=75
1783;143072;709;44305.56;nuclear;Secundaria completa;<2500;53;45-54
1784;143082;678;23484.14;nuclear;Secundaria completa;<2500;46;45-54
1785;143088;657;57719.65;nuclear;Primaria incompleta;<2500;62;55-64
1786;143097;690;15627.21;nuclear;Primaria incompleta;<2500;80;>=75
1787;143108;682;18349.37;ampliado;Secundaria completa;<2500;36;35-44
1788;143109;682;15123.15;unipersonal;Primaria incompleta;<2500;76;>=75
1789;143111;566;35917.23;nuclear;Secundaria completa;<2500;52;45-54
1790;143112;566;4098.42;unipersonal;Sin instruccion;<2500;73;65-74
1791;143113;566;26515.66;nuclear;Sin instruccion;<2500;79;>=75
1792;143114;566;78740.5;nuclear;Secundaria incompleta;<2500;37;35-44
1793;143118;874;23982.17;nuclear;Secundaria incompleta;>100000;23;<25
1794;143122;874;19861.58;unipersonal;Primaria incompleta;>100000;64;55-64
1795;143138;532;13308.35;nuclear;Secundaria completa;>100000;32;25-34
1796;143141;532;8490.08;unipersonal;Sin instruccion;>100000;87;>=75
1797;143152;150;10863.36;nuclear;Primaria completa;15000-100000;38;35-44
1798;143153;643;16655.49;ampliado;Primaria completa;>100000;66;65-74
1799;143160;643;32705.04;nuclear;Primaria completa;>100000;60;55-64
1800;143174;446;7686.55;ampliado;Primaria incompleta;>100000;37;35-44
1801;143179;446;5388.84;nuclear;Sin instruccion;>100000;70;65-74
1802;143181;446;8705.32;nuclear;Primaria incompleta;>100000;61;55-64
1803;143198;1415;56187.06;nuclear;Preparatoria completa;2500-15000;38;35-44
1804;143203;2076;12904.96;nuclear;Primaria completa;15000-100000;20;<25
1805;143214;569;40088.66;ampliado;Primaria incompleta;<2500;57;55-64
1806;143221;282;27423.11;nuclear;Primaria completa;<2500;37;35-44
1807;143239;571;107877.43;nuclear;Primaria completa;>100000;55;55-64
1808;143241;571;20648.98;nuclear;Primaria incompleta;>100000;58;55-64
1809;143249;785;24272.5;nuclear;Primaria incompleta;<2500;47;45-54
1810;143254;123;18767.75;nuclear;Profesional completa;>100000;39;35-44
1811;143255;123;11928.11;nuclear;Secundaria completa;>100000;24;<25
1812;143259;123;34868.68;nuclear;Preparatoria completa;>100000;62;55-64
1813;143270;889;117128.76;nuclear;Secundaria completa;<2500;58;55-64
1814;143289;771;81815.47;nuclear;Profesional completa;<2500;32;25-34
1815;143294;1019;70393.06;unipersonal;Secundaria completa;<2500;73;65-74
1816;143295;1019;90587.29;unipersonal;Profesional completa;<2500;42;35-44
1817;143300;653;35345.58;ampliado;Primaria completa;<2500;67;65-74
1818;143301;653;16685.8;unipersonal;Primaria incompleta;<2500;75;>=75
1819;143317;631;22560.06;nuclear;Secundaria completa;<2500;70;65-74
1820;143320;886;11518.69;nuclear;Primaria completa;<2500;41;35-44
1821;143335;722;29363.92;ampliado;Primaria incompleta;<2500;60;55-64
1822;143337;722;46858.14;ampliado;Primaria completa;<2500;53;45-54
1823;144001;1311;35307.25;nuclear;Primaria incompleta;2500-15000;71;65-74
1824;144011;715;9547.69;nuclear;Primaria incompleta;>100000;59;55-64
1825;144015;715;12905.03;nuclear;Primaria incompleta;>100000;38;35-44
1826;144019;665;17720.15;nuclear;Secundaria incompleta;2500-15000;22;<25
1827;144021;665;21978.84;nuclear;Secundaria completa;2500-15000;30;25-34
1828;144042;630;18137.61;nuclear;Secundaria completa;<2500;28;25-34
1829;144052;604;46881.3;ampliado;Secundaria completa;<2500;33;25-34
1830;144053;604;115640.67;nuclear;Profesional completa;<2500;54;45-54
1831;144055;604;22987.06;ampliado;Primaria incompleta;<2500;56;55-64
1832;144059;694;28869.97;nuclear;Primaria completa;<2500;35;35-44
1833;144062;706;50510.9;nuclear;Secundaria incompleta;<2500;33;25-34
1834;144075;647;26616.63;nuclear;Primaria completa;<2500;60;55-64
1835;144077;489;52325.66;nuclear;Preparatoria completa;<2500;56;55-64
1836;144078;489;11493.68;nuclear;Preparatoria completa;<2500;46;45-54
1837;144086;702;653112.31;nuclear;Preparatoria incompleta;<2500;36;35-44
1838;144106;566;102408.02;ampliado;Primaria incompleta;<2500;70;65-74
1839;144119;874;13449.54;nuclear;Primaria completa;>100000;52;45-54
1840;144141;1225;31697.96;nuclear;Primaria incompleta;2500-15000;49;45-54
1841;144145;150;49490.17;nuclear;Profesional completa;15000-100000;30;25-34
1842;144151;643;40907.78;nuclear;Secundaria completa;>100000;50;45-54
1843;144156;643;34863.64;nuclear;Primaria completa;>100000;35;35-44
1844;144164;3019;34976.51;nuclear;Preparatoria incompleta;2500-15000;31;25-34
1845;144170;2201;35186.2;nuclear;Sin instruccion;15000-100000;46;45-54
1846;144173;2201;34530.98;ampliado;Secundaria completa;15000-100000;37;35-44
1847;144186;887;10142.53;nuclear;Primaria completa;>100000;32;25-34
1848;144187;349;14908.81;nuclear;Primaria completa;15000-100000;60;55-64
1849;144202;2541;19281.93;nuclear;Secundaria completa;15000-100000;53;45-54
1850;144206;2541;20794.23;nuclear;Secundaria completa;15000-100000;24;<25
1851;144217;579;12098.4;nuclear;Primaria completa;<2500;34;25-34
1852;144219;579;12731.63;nuclear;Secundaria incompleta;<2500;44;35-44
1853;144223;520;87076.3;nuclear;Posgrado;<2500;50;45-54
1854;144224;520;8497.11;nuclear;Preparatoria completa;<2500;36;35-44
1855;144225;520;44730.96;ampliado;Secundaria incompleta;<2500;53;45-54
1856;144232;737;17890.59;nuclear;Primaria completa;<2500;48;45-54
1857;144241;659;94634.73;nuclear;Preparatoria completa;<2500;32;25-34
1858;144242;611;23919.65;nuclear;Primaria completa;<2500;32;25-34
1859;144243;611;28028.06;nuclear;Secundaria completa;<2500;44;35-44
1860;144258;123;16307.65;nuclear;Secundaria completa;>100000;33;25-34
1861;144260;123;12636.82;nuclear;Primaria completa;>100000;62;55-64
1862;144262;123;42353.51;ampliado;Primaria completa;>100000;76;>=75
1863;144270;255;35894.02;nuclear;Preparatoria completa;15000-100000;44;35-44
1864;144271;255;25460.19;ampliado;Primaria completa;15000-100000;41;35-44
1865;144276;762;93763;nuclear;Primaria incompleta;<2500;49;45-54
1866;144279;576;62009.36;nuclear;Secundaria incompleta;<2500;44;35-44
1867;144288;674;89140.22;nuclear;Secundaria completa;<2500;47;45-54
1868;144298;744;36295.4;nuclear;Profesional incompleta;<2500;47;45-54
1869;144311;719;23700.92;nuclear;Secundaria completa;<2500;41;35-44
1870;144319;632;47662.68;ampliado;Primaria completa;<2500;36;35-44
1871;144331;3756;9094.05;unipersonal;Primaria completa;2500-15000;55;55-64
1872;145015;374;6686.18;nuclear;Primaria incompleta;15000-100000;42;35-44
1873;145024;666;14439.21;nuclear;Primaria incompleta;>100000;35;35-44
1874;145027;1436;91558.39;nuclear;Preparatoria incompleta;2500-15000;44;35-44
1875;145033;527;13927.83;nuclear;Sin instruccion;>100000;94;>=75
1876;145035;527;20615.96;nuclear;Primaria completa;>100000;38;35-44
1877;145036;527;6272.04;unipersonal;Sin instruccion;>100000;70;65-74
1878;145037;527;33164.98;nuclear;Primaria incompleta;>100000;49;45-54
1879;145051;785;32442.05;nuclear;Primaria completa;>100000;43;35-44
1880;145054;785;88333.61;nuclear;Secundaria completa;>100000;22;<25
1881;145056;545;10451.36;nuclear;Primaria completa;>100000;53;45-54
